Zoning,the_geom
R-1H,"MULTIPOLYGON (((-122.24155802905528 37.85519183588515, -122.24146356979375 37.855078556833, -122.24143864005241 37.855049397144555, -122.24140314956855 37.855013525986, -122.2413501329371 37.85496829463592, -122.24130945487273 37.85493249953256, -122.241261895074 37.854898870491525, -122.24122666049112 37.854873980024145, -122.24115632115338 37.854829006037164, -122.24111926650887 37.85480003582396, -122.24109465156735 37.85478459891895, -122.2410681392816 37.85476163840733, -122.2409964506982 37.854659695738576, -122.24096374470409 37.8545942552123, -122.24094485898407 37.8545279303719, -122.24092621756031 37.85447120722122, -122.24089852102598 37.8543981375308, -122.24086769904008 37.85433954317308, -122.240822735506 37.85426878346452, -122.24079237958375 37.85423009398513, -122.24072838784431 37.854160306621715, -122.24069649461357 37.85412987295953, -122.24060129935481 37.85405917859576, -122.24056955252304 37.85403492690845, -122.24045722345467 37.853972026709314, -122.24041324764688 37.85394315358128, -122.2403937753344 37.8539255838973, -122.24037586927624 37.8539004399363, -122.240349195774 37.85387130932379, -122.24032755212991 37.853834545661456, -122.2403128035474 37.85379630960447, -122.2403051232739 37.85376414203724, -122.24030236470843 37.85372092167486, -122.24030632996116 37.85366799045223, -122.24032726764845 37.853601074763944, -122.24038244227295 37.85344232505458, -122.24065403415172 37.85335384703282, -122.24081393959608 37.853303426016964, -122.2409809719296 37.853261819400494, -122.2410603258483 37.853247600158895, -122.24116917363035 37.853236381619176, -122.24122281478755 37.85323352725159, -122.24130758818033 37.853229535035666, -122.24133517653847 37.85322431449683, -122.24139026743086 37.85320976835913, -122.24141953949193 37.85320246990155, -122.24148475992243 37.853176786807296, -122.2415619719893 37.853145437877885, -122.2416735426431 37.85310258074982, -122.24182468965981 37.85304817186059, -122.24187999081425 37.853042541534236, -122.24192695040676 37.85305077704715, -122.24200593955258 37.85309562375162, -122.2420431131662 37.85312941276947, -122.2420731443257 37.853154379011656, -122.24216682944672 37.85323470721308, -122.24220226383358 37.85326851743349, -122.24228174336181 37.853333958496584, -122.24232405940765 37.85336560659822, -122.2423733478662 37.85339921389263, -122.24241375126743 37.8534233301693, -122.24245244390364 37.85344817358475, -122.24248224637677 37.853463521906946, -122.24251736618355 37.85348360917663, -122.2425610411605 37.853499444189474, -122.24258906903412 37.853512761272064, -122.2426136283128 37.853526129042265, -122.24266253305674 37.85354326712705, -122.24271837318204 37.85356098516293, -122.24276382805418 37.85357884728915, -122.2427882779426 37.85358741223116, -122.24284253547698 37.85361133354415, -122.24288117274632 37.853634112051665, -122.24291628767016 37.85365419511538, -122.24293732979976 37.85366486742037, -122.24297266869782 37.853694564195614, -122.24300468559936 37.85373048556318, -122.24302952979012 37.85375552366631, -122.24304369348584 37.853769055698784, -122.24307064256351 37.85380985606495, -122.24310298469263 37.8538595043835, -122.2431191675933 37.853884673359936, -122.24323953254653 37.85399482833747, -122.24328341025827 37.8540188976958, -122.24330153302964 37.854052965410006, -122.24323977990642 37.85415276752248, -122.24321233797632 37.85416415834557, -122.2431657026706 37.85416965031431, -122.24305639874117 37.85416234078676, -122.24286177143324 37.8541356838391, -122.24282687700459 37.85412452903208, -122.24279722914254 37.85411603612327, -122.24274479640863 37.85409621073356, -122.2427044936814 37.854076207817634, -122.24266250211873 37.85405828682762, -122.24261679111324 37.85402943580537, -122.24257285483891 37.85400261192271, -122.24252183153679 37.85396903411115, -122.24248997979507 37.85393998017592, -122.24245452965607 37.853906165886805, -122.24243154477175 37.853885897099886, -122.24240155340819 37.85386299967342, -122.24238052157281 37.85385232328353, -122.24234891561599 37.85383424998972, -122.24231920907557 37.85382301079477, -122.24229302992975 37.85381447518621, -122.24227906147144 37.85380986711916, -122.24225292778122 37.85380338809373, -122.2422128895237 37.85379505529896, -122.24217475066227 37.85379355660011, -122.24215044725604 37.85379116948396, -122.24212628203992 37.85379427077343, -122.24207615452148 37.853799135517775, -122.24204175354312 37.85380925641791, -122.24196795071742 37.853837812866594, -122.24192864806018 37.853861047082596, -122.24189450279206 37.85388215679519, -122.2418657606942 37.85391210646592, -122.24183556368016 37.85395375590638, -122.24181904548938 37.85398833489861, -122.2418110338511 37.854015923707436, -122.24179626026226 37.854050469315474, -122.24179706468696 37.854084798877246, -122.2418014472086 37.85412387244984, -122.24180723404642 37.854149193676484, -122.24181646585419 37.854173778646974, -122.24183264838132 37.85419894779495, -122.24184710687169 37.854224138286675, -122.24187381617531 37.854255337258415, -122.24190049358845 37.854285157040884, -122.24193215520847 37.85430529522338, -122.24195681057616 37.8543227804025, -122.24200593451548 37.85434952028974, -122.2420981901446 37.85436876278298, -122.24214884312606 37.854386557208166, -122.24218935630884 37.854415484465605, -122.24221072664243 37.854440577441856, -122.24222559588681 37.854483624237346, -122.24223094844918 37.85456387869028, -122.24224839684521 37.8547167614377, -122.24224931613072 37.85475588165247, -122.24226406565181 37.854867600762674, -122.24226455051745 37.854888195265175, -122.24227369175485 37.854908658905046, -122.24228303322045 37.85493804662971, -122.24230111545536 37.85497005387587, -122.24198113858964 37.855137523510514, -122.24165601286957 37.85530712896597, -122.24155802905528 37.85519183588515)))"
R-2,"MULTIPOLYGON (((-122.26066074695846 37.85499698074526, -122.26058682417442 37.854656107441, -122.26061959595327 37.854650128101035, -122.26047262902263 37.853931288259716, -122.2607108777935 37.85389820845466, -122.26075612637298 37.85412620259252, -122.26077568142311 37.854219986448, -122.2607952075201 37.854313088739154, -122.26081475243542 37.854406872522006, -122.26083428885691 37.854499974869, -122.26085019848693 37.854586942322285, -122.26087342996352 37.85468960309122, -122.26092838062657 37.854961400068625, -122.26079714998085 37.854979151965125, -122.26066074695846 37.85499698074526)))"
R-1,"MULTIPOLYGON (((-122.28031344827349 37.854408247320784, -122.28075684903267 37.854334942255704, -122.28075745643918 37.85436034760412, -122.2809973533879 37.85432376094175, -122.28104935267672 37.85454203853663, -122.28081647672533 37.85458194529067, -122.28067845130707 37.85460463003396, -122.28055076482256 37.85462509841213, -122.28036961104213 37.85465529834465, -122.28031344827349 37.854408247320784)))"
C-SA,"MULTIPOLYGON (((-122.2709763900131 37.85473620158636, -122.27013445230341 37.85480376357234, -122.270102005677 37.85453300658103, -122.27024527296295 37.8545123135315, -122.27038346881952 37.85449650859711, -122.2705164307663 37.85447872427984, -122.27065110659346 37.854460905813916, -122.27078399316473 37.8544403749343, -122.27094284852019 37.85441944904711, -122.2709763900131 37.85473620158636)))"
R-2A,"MULTIPOLYGON (((-122.26685337602022 37.85456932606546, -122.2670260219273 37.854545453521695, -122.26720221493814 37.85452496102043, -122.26737834295986 37.85450172205855, -122.26754232713002 37.85447798143148, -122.26769777967483 37.85445985755695, -122.26787044382993 37.85443667337568, -122.26804310796112 37.85441348082884, -122.26819516331945 37.854397468541634, -122.26849840432395 37.854360777833264, -122.26854642068311 37.854628975405134, -122.26810102884728 37.854687065437204, -122.26691529444584 37.85484170720815, -122.26685337602022 37.85456932606546)))"
R-2,"MULTIPOLYGON (((-122.26120292753215 37.8549250307151, -122.26113618465247 37.85459435451137, -122.26111425321079 37.854473134398255, -122.26114179985818 37.854465852651984, -122.26117614753767 37.8544536695263, -122.26120861797109 37.85443533004255, -122.26122550163831 37.85441653990117, -122.26123355719719 37.85439100631987, -122.26122971412828 37.854375269955405, -122.26120824024733 37.85434606715129, -122.26119052951016 37.85432984630485, -122.2611850831917 37.85431894253037, -122.26115604764014 37.85419096546, -122.26113278532993 37.85408624418635, -122.26109169166567 37.853887721527116, -122.26108795593524 37.853876098433894, -122.26109617814959 37.85385744052358, -122.26110462166608 37.853848384131844, -122.26121332465115 37.85383096912708, -122.26136364583469 37.85381499128448, -122.26150518987684 37.853794338621015, -122.261645120434 37.85377851426538, -122.2617866133103 37.85375579652852, -122.26192468336295 37.85373519864063, -122.26214740110355 37.85479831128271, -122.26120292753215 37.8549250307151)))"
R-2A,"MULTIPOLYGON (((-122.27467124974322 37.85467176668583, -122.27441222809479 37.85470518883455, -122.27438977320027 37.85449059469089, -122.27438021937444 37.854380858210234, -122.27437184944326 37.85424845290704, -122.27434081997934 37.853964629750216, -122.2745118530945 37.8539462684169, -122.27461720292 37.8539330059758, -122.27475529910895 37.85391307456776, -122.27483990388211 37.853902186596855, -122.2749746341641 37.853886431981074, -122.27511618000737 37.85386575483842, -122.27525767417687 37.85384303307128, -122.2753924644671 37.853830011971866, -122.27553053113311 37.85380939809223, -122.2756686783918 37.853791518172265, -122.2758068014829 37.853772964674235, -122.27593634381198 37.8537572825, -122.27607794406725 37.85373935843852, -122.27621606700573 37.85372080040259, -122.27635079676894 37.853705036094105, -122.27648548011939 37.85368721098662, -122.2768343043694 37.85364282537623, -122.2768578738373 37.853759210086594, -122.27688692617184 37.8538871875636, -122.27690285108173 37.853973463537066, -122.27692246277535 37.854069301448234, -122.27694214480412 37.854167893692086, -122.27695991569297 37.85425895875183, -122.27698527134501 37.85437737825103, -122.276774591709 37.85440389928433, -122.27663129734121 37.85442390251974, -122.27651561823316 37.85443938672487, -122.27639993408248 37.85445485861766, -122.27628592243 37.85446825192619, -122.27616673850261 37.85448171878064, -122.27605451774721 37.85449713861867, -122.27591636937375 37.854515006809926, -122.27578511180948 37.85453071896358, -122.27565210452389 37.8545464567095, -122.27552257102546 37.85456213456157, -122.27530159239127 37.85459293337507, -122.27513061794576 37.85461405011446, -122.27500968911652 37.85462753344453, -122.27482318258537 37.85465094298443, -122.27467124974322 37.85467176668583)))"
C-N,"MULTIPOLYGON (((-122.2485266992241 37.855055148205786, -122.24834510139343 37.85506676493442, -122.24788850918782 37.855096194519064, -122.24801109417015 37.85493231124231, -122.2481355142216 37.85477253186933, -122.24821612718101 37.8546655957846, -122.24835407449355 37.854491873458905, -122.24846020312039 37.85436463441328, -122.24887744791212 37.85457682440199, -122.24873167063366 37.85471219829217, -122.24850733870393 37.85482127161382, -122.2485266992241 37.855055148205786)))"
R-2,"MULTIPOLYGON (((-122.25229562936423 37.854825510568844, -122.25228351783922 37.85482638272196, -122.25225754369512 37.8548267734283, -122.25212963788165 37.85483828269658, -122.25199808903876 37.85484228975285, -122.25185972810888 37.854851213647216, -122.25173521623725 37.854859933367855, -122.25160546594458 37.85486666475743, -122.2514066019954 37.854880601850454, -122.25128031012107 37.85488727780777, -122.25114714692127 37.85489612440698, -122.25102951635986 37.85490268077822, -122.25088769170684 37.85491165044616, -122.25074933061734 37.85492056492168, -122.25061616730422 37.85492941091901, -122.25048121380408 37.85493621746099, -122.25030135081555 37.8549478158063, -122.25008513655287 37.85496063029672, -122.24991041545631 37.85497009498447, -122.2497893617548 37.85497874950236, -122.24961638011833 37.85498818022194, -122.24943991949827 37.85499766557186, -122.24926358404721 37.85501195354415, -122.24909405049331 37.85502133247492, -122.24891586559193 37.855030846600776, -122.24876889332486 37.855041946685766, -122.24864779880055 37.85504855158004, -122.2485266992241 37.855055148205786, -122.24850733870393 37.85482127161382, -122.24873167063366 37.85471219829217, -122.24887744791212 37.85457682440199, -122.24846020312039 37.85436463441328, -122.248624764132 37.85414451270449, -122.24864013107184 37.85413535943898, -122.24865756355898 37.854139911795905, -122.2486890916671 37.85415523711618, -122.24896965981921 37.8543000878679, -122.24902041075703 37.854322000680355, -122.24904658576745 37.85433053476995, -122.24908331696071 37.85434578771638, -122.24913023782835 37.85435195164665, -122.24920859049692 37.85436933969276, -122.24927805198467 37.854377237166034, -122.24944591906683 37.85437062963236, -122.2495497403086 37.85436634731661, -122.24979519261551 37.85434485000999, -122.24996818807355 37.85433541910827, -122.25014122404231 37.85432804451039, -122.25031427536666 37.85432066569999, -122.25066186988701 37.854296977784095, -122.25070337124083 37.85429430141535, -122.25074320441395 37.85429370721984, -122.25078286148047 37.85428625349995, -122.25083806642543 37.85427650981087, -122.25088459139282 37.85426620389732, -122.25093793675535 37.85425167463137, -122.2509878287231 37.85423720449033, -122.25104962901091 37.854213623641016, -122.25116938010332 37.85415004374135, -122.25124480411236 37.85411665322854, -122.25133072863771 37.85408790845135, -122.2514342921442 37.854072643729126, -122.25152248916095 37.85406652039643, -122.25169716736303 37.854054996731804, -122.2518718859908 37.854045541532635, -122.2520431410659 37.85403613707802, -122.25221779540325 37.85402392299928, -122.25229562936423 37.854825510568844)))"
C-SA,"MULTIPOLYGON (((-122.27168284588208 37.85465279721732, -122.27126088573492 37.85468111216412, -122.27125658008126 37.85464615676342, -122.27123933694726 37.85450426656002, -122.27122405073412 37.854371960207054, -122.27149686150041 37.85433560068366, -122.27165232317256 37.85431746352673, -122.2716782523758 37.854605486011316, -122.27168284588208 37.85465279721732)))"
