Zoning,the_geom
R-3,"MULTIPOLYGON (((-122.25504172371197 37.86510504013509, -122.25508181434094 37.865481433923485, -122.25480543147502 37.8655150719147, -122.25460163064605 37.865541450583216, -122.25435987772704 37.865574568605155, -122.25419238218042 37.8655976641475, -122.25399025114682 37.86562126598953, -122.25397147781521 37.86541348133174, -122.25432233513465 37.86537873522765, -122.25429131057665 37.86516563290694, -122.25504172371197 37.86510504013509)))"
R-3,"MULTIPOLYGON (((-122.27029233401697 37.86534081685717, -122.27009377851168 37.865369197616495, -122.27005014919041 37.864992166138805, -122.27004010285197 37.86486184725361, -122.27002061066649 37.86462591717469, -122.27020541945483 37.86460254137033, -122.2703695142434 37.86458222072856, -122.27054744089324 37.86456102026917, -122.27073224421066 37.86453764765806, -122.27090670677896 37.86451648603563, -122.27107594319453 37.864494038551754, -122.27126253731252 37.86447268787861, -122.27142833696104 37.86445166248639, -122.27161307980906 37.86442554232747, -122.27173912118243 37.864407855870496, -122.27189806791277 37.864389675169235, -122.27207944753897 37.864368412626796, -122.27212250281062 37.86472004641342, -122.27213178911386 37.864818781849564, -122.27213882011068 37.864895589762455, -122.27215178957532 37.865003205867495, -122.27216637205913 37.86510599335126, -122.27185027523717 37.86514507158787, -122.27171212983838 37.865163632347375, -122.27153407529994 37.86518003979394, -122.27137178948753 37.86520306630995, -122.27118341796248 37.86522237417982, -122.27101775510215 37.86524958518402, -122.27066880260543 37.86529121476584, -122.27049099562666 37.8653172263386, -122.27029233401697 37.86534081685717)))"
MUR,"MULTIPOLYGON (((-122.29842481350705 37.86484410622467, -122.29801465406206 37.86493275121052, -122.29788183549594 37.86452756533274, -122.29783700629423 37.86439365863088, -122.29777689284849 37.86420023888976, -122.29749248873064 37.86333040550868, -122.29791137724268 37.86324505088464, -122.29842481350705 37.86484410622467)))"
R-1,"MULTIPOLYGON (((-122.28478798079514 37.864505856482545, -122.28490566931109 37.865077472578314, -122.28456198890841 37.8651218116817, -122.28453837126024 37.86500404940032, -122.2845191781265 37.86492606103186, -122.28450507513307 37.86484386931627, -122.2844870667871 37.86474388531854, -122.28446911169716 37.86464527656314, -122.28445462429352 37.864547297250944, -122.2844296984056 37.86444740909738, -122.28440833992386 37.86435159438311, -122.2843906610194 37.864264651827156, -122.28437102695375 37.86416881108201, -122.28434955136088 37.86406819355034, -122.28433172258303 37.86397507305675, -122.2843154922587 37.863876430136514, -122.28429246502645 37.863783391598396, -122.2842728829372 37.86368960744711, -122.28462365368651 37.86365203272594, -122.28475029242864 37.86430728982592, -122.28475563596908 37.86431338168215, -122.28479121028737 37.864496190802, -122.28478798079514 37.864505856482545)))"
R-2,"MULTIPOLYGON (((-122.28676899717698 37.86504721486567, -122.28665498112137 37.865060618107265, -122.28660248877132 37.86482312786931, -122.28658599268323 37.8647135126592, -122.28655839681997 37.864574526884724, -122.28653318147428 37.86446297692796, -122.28650410856338 37.86433500184948, -122.2864902848256 37.86426448469892, -122.28646831940122 37.86414326911834, -122.28643893254323 37.86400224859593, -122.28641584206932 37.863906468346165, -122.28639620550199 37.86381062385192, -122.28635315577667 37.863605268177395, -122.28631945611481 37.86342929274265, -122.28641800183475 37.86342093477907, -122.28651816473929 37.86340773982644, -122.28672364577955 37.8633799086325, -122.28682899670005 37.86336664750415, -122.28693441332562 37.86335612030278, -122.28703809172767 37.86334493760576, -122.28713312147357 37.86333457851136, -122.2871880521953 37.86360155293309, -122.28720365760134 37.863674112764244, -122.28721755266935 37.863747376062946, -122.28723317718737 37.86382061332646, -122.2872565413558 37.86392739040875, -122.28727999391147 37.864038276566355, -122.28728861852609 37.864036767282634, -122.28731500766405 37.86419705893689, -122.28733838596189 37.86430451746055, -122.28736005749614 37.86441337301721, -122.28739268928209 37.86454541308152, -122.28743152855971 37.86471924537407, -122.28747893360539 37.86496093469073, -122.28736669906878 37.86497636920252, -122.28724748471546 37.86498984295094, -122.2871300616971 37.86500535939024, -122.287010904103 37.865020897654745, -122.28689340005836 37.86503366352082, -122.28676899717698 37.86504721486567)))"
MULI,"MULTIPOLYGON (((-122.29842481350705 37.86484410622467, -122.29791137724268 37.86324505088464, -122.2983251337887 37.86316183404719, -122.29846309369537 37.86356488434159, -122.29851233130836 37.86373787467153, -122.29860775528233 37.86402963911388, -122.29867480900256 37.86422294971913, -122.2987351662894 37.864425978707544, -122.29884370073955 37.86475806289271, -122.29851269855023 37.8648249104628, -122.29842481350705 37.86484410622467)))"
R-3,"MULTIPOLYGON (((-122.25630318622349 37.86438515866052, -122.25638919816028 37.86531091406892, -122.25529783314691 37.86545899283591, -122.25526643864345 37.86515731758154, -122.25524370317241 37.865001779352475, -122.25523391874988 37.864881069189835, -122.25521866958103 37.86474876133248, -122.25577361482974 37.864700680499205, -122.25575863893907 37.8644337782055, -122.25630318622349 37.86438515866052)))"
R-2A,"MULTIPOLYGON (((-122.25146596570526 37.86546647497939, -122.25062877580656 37.86552078611981, -122.2505933453175 37.865487659865046, -122.25055578098882 37.86543740854767, -122.2505211191492 37.86536375743775, -122.25050848303424 37.8651950160691, -122.25049756887556 37.86509972829777, -122.25048610329837 37.86498109987193, -122.2504719898316 37.86482336872578, -122.25046009303169 37.864686206541535, -122.25044094175644 37.864535419310016, -122.25040719528297 37.86420630647668, -122.25058366235226 37.864196827936205, -122.25071339372208 37.86418803322352, -122.25086050234707 37.8641824151295, -122.25101612807737 37.86416980608579, -122.25133617195434 37.864151327268026, -122.2513475829399 37.86426789087698, -122.25135877394906 37.86437484891992, -122.25136662443815 37.86448735435017, -122.25137603528124 37.86459227721835, -122.25138700454139 37.86469031511187, -122.2513985359146 37.86481168155327, -122.25140914311645 37.86489393191829, -122.25141470745662 37.864983118104064, -122.25143224644562 37.86513873756353, -122.25144742971277 37.86526829967103, -122.25146596570526 37.86546647497939)))"
R-2,"MULTIPOLYGON (((-122.28781389730278 37.86491465243409, -122.28768959315626 37.86493233417584, -122.28762572946916 37.86465450128279, -122.28760759075755 37.86454902537269, -122.28758416528846 37.86443951031854, -122.28756081068855 37.86433273742159, -122.28754523245232 37.86426155678732, -122.28751829139904 37.86415003309015, -122.28749849428503 37.86404732941305, -122.28747614214579 37.86391032235849, -122.28744898025313 37.863789878552886, -122.28742728981662 37.86368033339744, -122.2874074272636 37.86357488756678, -122.28735060590671 37.86330175723036, -122.28748008179234 37.8632833081316, -122.28761656133058 37.863267505102826, -122.28774779052331 37.86324972336036, -122.28788599412452 37.863233906113116, -122.28801901471243 37.86321815064563, -122.28816056985906 37.86319746607722, -122.28822086172285 37.863471229448486, -122.28823540065873 37.86357126494696, -122.28826068388939 37.86368556887787, -122.28828405829822 37.8637930272043, -122.28830368719728 37.863888859179895, -122.28832365979358 37.86399843029445, -122.28834919069594 37.86412371480387, -122.28837592209044 37.864226314243055, -122.28839242065901 37.86433593734811, -122.28841569334871 37.86443858481997, -122.28844084433669 37.86454807769524, -122.28845859015128 37.864637076363614, -122.28847809679833 37.86472810952374, -122.28849951754933 37.864825988304084, -122.28822663406042 37.86486033841229, -122.28809198478258 37.86488023335491, -122.28795377294738 37.86489605888935, -122.28781389730278 37.86491465243409)))"
R-2A,"MULTIPOLYGON (((-122.28443190283551 37.87051641047661, -122.28651475045142 37.870243874705956, -122.28654421664721 37.87053184183432, -122.28638879501726 37.870552732347186, -122.28621949202333 37.87057315319436, -122.28604333116665 37.870596415895726, -122.285874057221 37.87061751779839, -122.28570314175762 37.870642762653596, -122.28553386765569 37.87066386000935, -122.28536285356614 37.87068499117354, -122.2851780442301 37.87070838664864, -122.28501908687424 37.87072658515527, -122.28485321982332 37.870745572917734, -122.28468052244722 37.87076878160911, -122.28448017757721 37.87079447858227, -122.28443190283551 37.87051641047661)))"
R-2A,"MULTIPOLYGON (((-122.2895507421016 37.870557031212066, -122.28921970627583 37.87059505594901, -122.28906091101743 37.870576811271974, -122.28862209382847 37.87062810299718, -122.28862654864014 37.870669235616056, -122.28827421900557 37.870715082481446, -122.28826660225214 37.870614938883406, -122.28825541391514 37.870510048665324, -122.28824399064904 37.87039554473853, -122.28822587388011 37.870290754581774, -122.28857988443228 37.870242817093875, -122.28858473332534 37.87030042682626, -122.28897338130686 37.87025195928984, -122.28898549491021 37.870251091497046, -122.28916168188485 37.8702291913525, -122.28915349974214 37.87017712204141, -122.28949901023535 37.87013618352858, -122.28950713039536 37.87025759880426, -122.28952139541089 37.87034597191527, -122.2895357817502 37.870439829220125, -122.2895507421016 37.870557031212066)))"
C-1,"MULTIPOLYGON (((-122.28218476624545 37.870802370806274, -122.28215722032147 37.87052124842447, -122.28251304963243 37.870476730954444, -122.28268920615191 37.870453469456685, -122.28286196892172 37.870433001758826, -122.28302939647605 37.87040712736116, -122.2835889966275 37.87033481179043, -122.28372888875626 37.87031621126081, -122.28417276990591 37.87025937559879, -122.28422463365447 37.87054289231947, -122.28218476624545 37.870802370806274)))"
R-3,"MULTIPOLYGON (((-122.29120206533192 37.87049489625649, -122.29086861932242 37.87053360872568, -122.29052665151531 37.87057793892817, -122.2903592019033 37.870603138431285, -122.29020210851294 37.87062612076311, -122.29005518145111 37.87064001832207, -122.28976667499697 37.870674614307674, -122.2897520064383 37.87056908268969, -122.28974278592915 37.870402357320984, -122.28972220412071 37.87026739345897, -122.28970089425012 37.870102221527084, -122.29012923523575 37.870047650387875, -122.29014195481362 37.870143594434055, -122.29048212907506 37.87009723878885, -122.29046594630687 37.87000065742155, -122.29080097270405 37.8699564356329, -122.29077233785993 37.869702790759284, -122.29110059511055 37.869664846296565, -122.29120206533192 37.87049489625649)))"
R-4,"MULTIPOLYGON (((-122.29163045057173 37.87044170701899, -122.29139032271405 37.870470757684366, -122.29120206533192 37.87049489625649, -122.29110059511055 37.869664846296565, -122.29166382497637 37.869599993060525, -122.29174823012728 37.8698665219438, -122.29151164812558 37.8698989524149, -122.29163045057173 37.87044170701899)))"
R-2,"MULTIPOLYGON (((-122.27735012186785 37.87047560506343, -122.27531536781643 37.87073215268599, -122.2753133535076 37.870720504157866, -122.27530195026594 37.87060599918303, -122.27528513363428 37.87048264759926, -122.27527337188437 37.87035304061546, -122.27559812862991 37.87031313458849, -122.2757656234967 37.87029001673101, -122.2759383927508 37.87026955923983, -122.27611096453136 37.87024156052194, -122.27628219970224 37.870229366953794, -122.27644975081242 37.87020830476448, -122.27656021432006 37.870190850037694, -122.27673297282999 37.87017039942377, -122.276853810202 37.87015209559138, -122.27696605467808 37.8701366671617, -122.27730460489946 37.87009449280984, -122.27731804463565 37.87022133573348, -122.27733502788274 37.87035154239474, -122.27735012186785 37.87047560506343)))"
C-DMU Buffer,"MULTIPOLYGON (((-122.27159915731177 37.870661632712185, -122.27071486337448 37.87077653488524, -122.2706930603344 37.87058939036071, -122.2706766103119 37.870408350539066, -122.27064232996103 37.870060713184365, -122.27093079431285 37.87002479296713, -122.27145763838236 37.86995920685419, -122.27215367519024 37.869868419303074, -122.27232474570073 37.86985005346792, -122.27267019462276 37.86980572872372, -122.27270940924735 37.87014161794006, -122.27273935886652 37.87038013876641, -122.27274793109804 37.87052147191788, -122.27224866317216 37.87058114647369, -122.27211049401198 37.87059901800765, -122.27194120618013 37.87062009977314, -122.27159915731177 37.870661632712185)))"
C-W,"MULTIPOLYGON (((-122.29166382497637 37.869599993060525, -122.29156841659946 37.869308215324146, -122.29183429816453 37.86926984479236, -122.2920002158477 37.869253593261774, -122.29208289735982 37.86952015211685, -122.29211074879403 37.86959732739851, -122.29217583909416 37.869781747431155, -122.29226024629243 37.87004827595965, -122.29230159402343 37.870182248876944, -122.2923576322146 37.870350322162736, -122.2919327692402 37.8704055266414, -122.29163045057173 37.87044170701899, -122.29151164812558 37.8698989524149, -122.29174823012728 37.8698665219438, -122.29166382497637 37.869599993060525)))"
R-2A,"MULTIPOLYGON (((-122.28722302762846 37.87044602785823, -122.28672210166829 37.87050855232528, -122.2866911969256 37.87023227755255, -122.2871919846089 37.87016426484962, -122.28722302762846 37.87044602785823)))"
ES-R,"MULTIPOLYGON (((-122.24771988338307 37.87116204432928, -122.24765865535626 37.87114897868372, -122.24764293522135 37.87107024423824, -122.24755859770913 37.87065261009352, -122.24751725369048 37.87044171560314, -122.24762040520174 37.870407916703755, -122.24770057353209 37.870354543537275, -122.24777421361986 37.87031774524891, -122.24785835438384 37.87028628249261, -122.24796162554475 37.870257286132556, -122.24812557280829 37.87023014133724, -122.24822540651883 37.870202566659806, -122.24834539217805 37.87014791419742, -122.2485042967823 37.87005354005104, -122.24856792348642 37.87003337105114, -122.2486645037048 37.87001477507133, -122.24874581196786 37.870006732115066, -122.2488524511352 37.86998709293054, -122.24894090633134 37.8699695237297, -122.24899291259473 37.86995248851221, -122.24906499725164 37.86991710713208, -122.24910072429003 37.869885865986824, -122.24914293803548 37.86984007745769, -122.24916473367313 37.86979821450832, -122.24918581257221 37.86972564045832, -122.24920039556562 37.869671036823966, -122.24925065109764 37.869377765427664, -122.24928405995125 37.86917812848423, -122.24930173184093 37.86912414073134, -122.24934571121918 37.86907421023103, -122.249623504509 37.86902614328653, -122.24964086788293 37.869101424313584, -122.24966495714543 37.86931462947997, -122.24973646062813 37.869571578559516, -122.24977250095974 37.869677413367256, -122.24977516692097 37.86979039679067, -122.24976232106211 37.86995678153499, -122.24971546956463 37.87010373720472, -122.2496096144395 37.87023827104702, -122.24947704668338 37.870306719512506, -122.24934369536777 37.870341937651645, -122.2492266397117 37.87035696429302, -122.248919110506 37.870474539628844, -122.24862153328802 37.87065844956683, -122.2483812246675 37.8707816763502, -122.24815722163434 37.87088471556191, -122.24791769934886 37.871041167526606, -122.24778542327034 37.87112290275258, -122.24771988338307 37.87116204432928)))"
C-1,"MULTIPOLYGON (((-122.28443190283551 37.87051641047661, -122.28438870148636 37.87023276803926, -122.28456139265559 37.870209551619894, -122.28474107259368 37.870188985294966, -122.2850726541343 37.8701448278483, -122.28524539142565 37.87012367916986, -122.28541630591084 37.87009842685533, -122.28559078280563 37.87007725172519, -122.28592582247451 37.870033043905465, -122.28610370647341 37.87000975531872, -122.2862765139742 37.869991343226204, -122.28648372409808 37.86996279299034, -122.28651475045142 37.870243874705956, -122.28443190283551 37.87051641047661)))"
R-4,"MULTIPOLYGON (((-122.28722302762846 37.87044602785823, -122.2871919846089 37.87016426484962, -122.28798461297006 37.87005680822871, -122.28799480388425 37.870191928561205, -122.28801043223783 37.87033728215178, -122.28753733430683 37.870404180206314, -122.28750281921994 37.87040951157927, -122.28722302762846 37.87044602785823)))"
C-1,"MULTIPOLYGON (((-122.28169759669385 37.86992320553237, -122.28174118627156 37.870295422195184, -122.28138709725572 37.870339907399206, -122.28103639646315 37.87038159343546, -122.28086375039075 37.87040686125061, -122.28068759345258 37.870430120012394, -122.28054417081681 37.870446014455304, -122.28036282487395 37.870469358639255, -122.28018148765857 37.87049337180611, -122.27986533895623 37.87053110027049, -122.2798233299321 37.87015199774796, -122.28169759669385 37.86992320553237)))"
C-W,"MULTIPOLYGON (((-122.2933667958453 37.86938185144743, -122.29287369055778 37.86948067566052, -122.29310506063389 37.870236650034784, -122.29270850043304 37.87031615125472, -122.29235224528982 37.86919537531319, -122.29324351453702 37.869012222586605, -122.2933667958453 37.86938185144743)))"
R-1A,"MULTIPOLYGON (((-122.29306602990653 37.869948383654304, -122.29352222922579 37.86986292824894, -122.29360498640796 37.87013292176414, -122.29315720499277 37.87022608540352, -122.29306602990653 37.869948383654304)))"
R-2,"MULTIPOLYGON (((-122.27755358349327 37.87043477872162, -122.27754208911367 37.87031615673351, -122.27751006644402 37.870064621400545, -122.2776862235112 37.87004135928201, -122.27778467580343 37.87002889542493, -122.27791764011135 37.87001041342726, -122.27802128622896 37.869997863607786, -122.27813190376105 37.86998657724156, -122.27826487141873 37.86996878435998, -122.27840644200921 37.86994811575739, -122.27844589760228 37.87029292743001, -122.27841481717516 37.870297510637, -122.27841738715657 37.870332495622016, -122.27755358349327 37.87043477872162)))"
C-1,"MULTIPOLYGON (((-122.2871919846089 37.87016426484962, -122.2866911969256 37.87023227755255, -122.28668929309684 37.870225436022885, -122.28666334240928 37.86993948162036, -122.28684994610705 37.869918114466564, -122.28703995190726 37.869894638314726, -122.28715739295129 37.869879122118256, -122.28743713060335 37.869840549357754, -122.28770825659826 37.869804166697705, -122.28795519823372 37.86977090208261, -122.28798421378546 37.87004033919789, -122.28798461297006 37.87005680822871, -122.2871919846089 37.87016426484962)))"
R-1A,"MULTIPOLYGON (((-122.29372224797045 37.86982418255971, -122.29392400265267 37.86978472094882, -122.29393161414706 37.8698127639105, -122.29411972337408 37.869782430892826, -122.29411211688846 37.86975439202873, -122.29459301002285 37.86965232187034, -122.29468079113462 37.8699146833131, -122.29450145277242 37.86994967719395, -122.29434971028998 37.86997945413139, -122.2941859544235 37.870013535081114, -122.29402215529083 37.87004623656462, -122.29380666080344 37.870090710033566, -122.29372224797045 37.86982418255971)))"
R-4,"MULTIPOLYGON (((-122.28970089425012 37.870102221527084, -122.28968013444764 37.86995970058998, -122.28966660776769 37.86983011673003, -122.29077233785993 37.869702790759284, -122.29080097270405 37.8699564356329, -122.29046594630687 37.87000065742155, -122.29048212907506 37.87009723878885, -122.29014195481362 37.870143594434055, -122.29012923523575 37.870047650387875, -122.28970089425012 37.870102221527084)))"
R-2,"MULTIPOLYGON (((-122.27961622881676 37.87018533088687, -122.2785898653663 37.87030037198594, -122.27856860954262 37.870135879847545, -122.27854980752409 37.869930155100064, -122.27871740374522 37.869911154362924, -122.27888668821808 37.86989005875924, -122.27905932851492 37.86986480191562, -122.27922682659708 37.86984166697532, -122.2795723267934 37.86980006806007, -122.27960499617255 37.8700783752076, -122.27961622881676 37.87018533088687)))"
C-1,"MULTIPOLYGON (((-122.2840247209586 37.86938676283964, -122.28413152856136 37.869985320758154, -122.28371356128004 37.870039714157095, -122.28355467573026 37.87006064880523, -122.28328689908196 37.87009216718404, -122.28314359991286 37.87011286763731, -122.28283447734576 37.87015393613791, -122.28250461902631 37.87019805721808, -122.28231979980605 37.87022145220461, -122.2821902401075 37.87023713708689, -122.28215902028487 37.87023554748244, -122.28214141812197 37.87022414876757, -122.28212014677935 37.87020386572041, -122.28211440528035 37.87018129254465, -122.28208855799234 37.86997086928879, -122.28208043992556 37.869849441389746, -122.28376636085555 37.86964131620253, -122.28373120441037 37.86942805434784, -122.2840247209586 37.86938676283964)))"
R-2,"MULTIPOLYGON (((-122.27431086250569 37.870312580605436, -122.27413805160022 37.870330971039564, -122.27410583644104 37.87007051085097, -122.27409644417556 37.86996765022793, -122.27408293108006 37.86983737933861, -122.27406402019658 37.86969825782318, -122.2740525624578 37.869581696082406, -122.27403839283222 37.86942397138113, -122.27402700551148 37.869310147741736, -122.27401615470077 37.869218297754074, -122.27400020945055 37.869058530127155, -122.27398969309296 37.86898109250496, -122.27395373534281 37.86870901356743, -122.27410056351891 37.86869101883582, -122.27445290545124 37.868645887714464, -122.27457890193827 37.86862614168124, -122.27470847051951 37.868610465221614, -122.27484317119105 37.86859264225622, -122.2748747314547 37.86882564447132, -122.27489030122824 37.86896962039419, -122.27491238907182 37.86916842239872, -122.27492433690333 37.86930558656947, -122.27494503034839 37.86944673873533, -122.27494739748144 37.86954558539863, -122.27496388741412 37.86965521015939, -122.27497315396606 37.86975326786511, -122.27498428211139 37.86985610261412, -122.27499800617441 37.869995289384555, -122.2750207462878 37.870221565381534, -122.27484290483656 37.87024690187497, -122.27472199663616 37.870262449306274, -122.27472178737288 37.87025352522668, -122.27459754173456 37.870273927058406, -122.27449216859262 37.870287189207104, -122.27431086250569 37.870312580605436)))"
C-DMU Core,"MULTIPOLYGON (((-122.26636261867762 37.8704063772589, -122.26601369923236 37.87045073077396, -122.26597603279657 37.87010520845569, -122.2663215360032 37.87006364037617, -122.26691561020965 37.86998333292092, -122.26710558103385 37.86995782434536, -122.2672489762765 37.869941264735345, -122.26724305833693 37.86991113783099, -122.26712731053364 37.869925233259984, -122.26659543155701 37.86999774055501, -122.2662862447296 37.87003670075674, -122.26597527679323 37.8700736292459, -122.26593587953215 37.8697288099264, -122.26624678625211 37.86968913942264, -122.26655770636144 37.869650149556016, -122.26709303343024 37.86957690544493, -122.26726584419292 37.86955852129402, -122.26769600701742 37.86950675650986, -122.2677043362673 37.86956569060699, -122.26768602530167 37.869742446648075, -122.267672021554 37.86988204983932, -122.26765776825941 37.870010676444714, -122.2676372363851 37.87023965345575, -122.2672572064875 37.87028654264277, -122.26713977462117 37.87030272445438, -122.26695507196713 37.87033089404768, -122.26636261867762 37.8704063772589)))"
R-3,"MULTIPOLYGON (((-122.29291783431542 37.86947046054947, -122.2933667958453 37.86938185144743, -122.29352222922579 37.86986292824894, -122.29306693431886 37.869947971335556, -122.29291783431542 37.86947046054947)))"
R-2,"MULTIPOLYGON (((-122.28169759669385 37.86992320553237, -122.2798233299321 37.87015199774796, -122.27980848310513 37.870038915976586, -122.27979462796957 37.86989491873263, -122.27978305970491 37.869773538532044, -122.27995585420382 37.86975445832088, -122.28009049550036 37.869733887263536, -122.28022347614258 37.869716769565656, -122.28035309201046 37.86970314754223, -122.28044979500204 37.86969001777297, -122.28060523536084 37.86966981253346, -122.28077278406985 37.86964874416424, -122.28090754196346 37.86963297902412, -122.28094205709188 37.86962765364076, -122.28111821715737 37.869604394506084, -122.28129956579319 37.86958105727361, -122.28146364988605 37.869560039774306, -122.28165200247733 37.8695393404651, -122.28169759669385 37.86992320553237)))"
R-3H,"MULTIPOLYGON (((-122.2502631516423 37.86918833403842, -122.2502099786442 37.86891720121182, -122.25015510359603 37.86864745676453, -122.25010895113385 37.868380327054176, -122.25008158841804 37.868248201060595, -122.25005571505878 37.86810643982949, -122.25022848564122 37.86808602413712, -122.25057050466768 37.86804386765564, -122.25059463919297 37.86818565826926, -122.25062034778216 37.86832055590573, -122.25067325628923 37.868580026442814, -122.25071962571899 37.86885676146947, -122.250776264686 37.86912785123972, -122.25081604015271 37.86934494413025, -122.25030648112465 37.86940949742216, -122.2502631516423 37.86918833403842)))"
R-2,"MULTIPOLYGON (((-122.2754421744802 37.87016715522952, -122.27525724184427 37.87018572416977, -122.27522497642951 37.86992320765818, -122.27521747518455 37.86982718469236, -122.27520201609582 37.869688019707354, -122.27519017569576 37.86955497694009, -122.27517471670697 37.869415811946205, -122.27516287986916 37.86928345868091, -122.27515906763603 37.86919630820072, -122.27514431224846 37.86908664952325, -122.27513012108868 37.86900034769753, -122.27511094798902 37.86877814539665, -122.27508836572069 37.86855874494149, -122.27525251951305 37.86854047825428, -122.2753906239611 37.86851986493397, -122.2755150484522 37.86850699905156, -122.27564627585447 37.86848854947602, -122.27574992022836 37.86847599757959, -122.27597272111886 37.868447245389575, -122.27599085322889 37.86862550858057, -122.27600676151262 37.86878321132934, -122.27601804377169 37.86889291344519, -122.2760351874541 37.869029991849565, -122.27604713735094 37.86916715593058, -122.27606237828219 37.86929739668881, -122.27607962505887 37.86943859641978, -122.27608990056348 37.86957852842525, -122.2761035614418 37.869714968906564, -122.27611798716482 37.869810892443866, -122.27614154607592 37.87007148546835, -122.27601545473644 37.87008711998208, -122.27589974597196 37.87010259109155, -122.27578414875384 37.870122864857194, -122.2756183374286 37.87014390435735, -122.2754421744802 37.87016715522952)))"
R-1A,"MULTIPOLYGON (((-122.29486367054875 37.869596707510006, -122.29572757892028 37.8694283664731, -122.29581530668456 37.86968866641947, -122.29564636713188 37.86972351334373, -122.29538082570362 37.86977562346601, -122.29512561448627 37.86982550735305, -122.29494801622062 37.869860487999425, -122.29486367054875 37.869596707510006)))"
R-3,"MULTIPOLYGON (((-122.29372224797045 37.86982418255971, -122.29368691143424 37.86972377158134, -122.29365811697025 37.86960746858519, -122.2935964301856 37.86942094452478, -122.29357220621846 37.869350576736444, -122.29400152583524 37.869265083892984, -122.29396421365469 37.86915508940859, -122.29440031434497 37.869063316800386, -122.29444867008098 37.86919992266671, -122.29447317758212 37.86928195245786, -122.29448243899193 37.8693065334931, -122.29451984070573 37.869420640950544, -122.29457393703345 37.869579819341624, -122.29459301002285 37.86965232187034, -122.29411211688846 37.86975439202873, -122.29411972337408 37.869782430892826, -122.29393161414706 37.8698127639105, -122.29392400265267 37.86978472094882, -122.29372224797045 37.86982418255971)))"
C-1,"MULTIPOLYGON (((-122.28730389182579 37.8692005136551, -122.28737877569442 37.86957636932063, -122.28677429260432 37.869654186269536, -122.28665846395032 37.8696648773211, -122.28654453922293 37.869682393568404, -122.28644264340433 37.869695610439415, -122.2860678159349 37.86974248244102, -122.28549779335636 37.869812909294595, -122.28499005412645 37.86988032504507, -122.28434573846553 37.86995942879567, -122.28429778372565 37.86969439793923, -122.28427457207445 37.86959380642994, -122.28639716460873 37.869317924806005, -122.28650770912772 37.86930389649535, -122.28730389182579 37.8692005136551)))"
R-2,"MULTIPOLYGON (((-122.27650095751618 37.87003174133321, -122.27638871822587 37.870047169351785, -122.27635974494814 37.86977772980853, -122.27634894625899 37.86968861802625, -122.2763274655388 37.86951521347999, -122.27631281642051 37.86940967630857, -122.27630774800514 37.86927035630562, -122.27629591427352 37.86913800316198, -122.27628050478722 37.86900089489801, -122.2762563206295 37.86885911717192, -122.27623622074326 37.86859846832091, -122.27621457243715 37.8684181921432, -122.27631827313223 37.86840770855752, -122.27642705084028 37.86839233637836, -122.27655140963468 37.86837673131943, -122.27666019748393 37.86836135898668, -122.27677936243364 37.86834583533938, -122.27690545576722 37.86833020000237, -122.27710401685074 37.868301803768176, -122.2771321612514 37.86853691374753, -122.2771419955832 37.86865830790448, -122.27714998352707 37.86877493325071, -122.277164798567 37.86888664024732, -122.2771818791119 37.86902097231891, -122.27719388620727 37.86916087837456, -122.27720929741672 37.86929798653288, -122.27721696434942 37.8694008769025, -122.27723661449473 37.86957019396638, -122.27724790891234 37.869679896032416, -122.27725654985366 37.86982397511519, -122.27727119693508 37.86992881861085, -122.27703810571991 37.86996254331233, -122.27691551168041 37.86997949407244, -122.27678421667186 37.869995198847114, -122.27664599809664 37.87001101911381, -122.27650095751618 37.87003174133321)))"
C-DMU Core,"MULTIPOLYGON (((-122.26895029390818 37.8700867658229, -122.26831639458004 37.870167683719416, -122.26829161561308 37.86992770547016, -122.2682588641524 37.869643903268724, -122.26823609348334 37.869415581709184, -122.26900130065212 37.86931964971785, -122.26930879973112 37.86928277279873, -122.26958351763426 37.869251175166994, -122.26983040507443 37.86921520247372, -122.27033819359083 37.869149908742955, -122.27037872155762 37.86954139990139, -122.27041331694188 37.869902082804295, -122.27009893342333 37.86994113033413, -122.26985712625266 37.869972227549304, -122.26936837231847 37.87003723577196, -122.26912310540705 37.870068383010405, -122.26895029390818 37.8700867658229)))"
C-1,"MULTIPOLYGON (((-122.28966660776769 37.86983011673003, -122.28963403715692 37.8695573043848, -122.28994489352478 37.86951619195372, -122.29006926182119 37.86950057267075, -122.29022814450138 37.86947962514247, -122.29073933570923 37.869412130499505, -122.29106750685257 37.86937075843714, -122.2912349950988 37.8693476184974, -122.29156841659946 37.869308215324146, -122.29166382497637 37.869599993060525, -122.29110059511055 37.869664846296565, -122.29077233785993 37.869702790759284, -122.28966660776769 37.86983011673003)))"
